"","title","description","collection_identifier","persistent_identifier","persistent_url","project_identifier","organisational_unit","type","preservation_time","state","publisher","data_use agreement","ethical_approvals","free_keywords","sfn_keywords","mesh_keywords","version","associated_publications","associated_data","associated_analysis tools","associated_preregistrations","authors","managers","contributors","number_of files","size","quota","creation_date","last_update date","embargo_until","publication_date","archival_date","viewers_by dua","viewers_by manager","views","downloads","data_volume","viewers","downloaders","year"
"133","Evaluating subjectivity in digital news stories: effects on reader groups of varying literacy skills",NA,"ru.cls.evaluating_subjectivity_digital_news_stories_dac_233","10.34973/gxny-aw43","https://doi.org/10.34973/gxny-aw43","evaluating_subjectivity_digital_news_stories","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Willems, R.M.; Savinova, E.A. (Elena)",NA,1,203,5368709120,2022-01-18 07:52:35,2022-01-18 07:52:39,NA,NA,NA,0,0,1,0,0,1,0,2022
"134","Evaluating subjectivity in digital news stories: effects on reader groups of varying literacy skills",NA,"ru.cls.evaluating_subjectivity_digital_news_stories_rdc_562","10.34973/zdxm-mn79","https://doi.org/10.34973/zdxm-mn79","evaluating_subjectivity_digital_news_stories","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Savinova, E.A. (Elena)",NA,231,1088565900,5368709120,2022-01-18 07:53:41,2024-03-08 10:54:54,NA,NA,NA,0,0,6,0,0,4,0,2022
"135","Dutch slurs and the descriptive-expressive distinction",NA,"ru.cls.dutch_slurs_rdc_505","10.34973/x6ge-8v45","https://doi.org/10.34973/x6ge-8v45","dutch_slurs","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,"DOI: 10.16995/glossa.9246",NA,NA,NA,NA,"Hogeweg, L.; Heuvel, H. van den (Henk)",NA,6,1187623,5368709120,2023-05-03 07:23:54,2023-10-11 09:54:36,NA,NA,NA,0,0,23,7,14807,10,4,2023
"136","Dutch P-stranding",NA,"ru.cls.dutch_p-stranding_dsc_278","10.34973/1an0-kp41","https://doi.org/10.34973/1an0-kp41","dutch_p-stranding","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Hoop, H. de (Helen); Heuvel, H. van den (Henk)",NA,3,802,5368709120,2023-08-29 08:04:36,2023-08-29 08:04:38,NA,NA,NA,0,0,1,0,0,1,0,2023
"137","Empirical foundations of poetic rhyme",NA,"ru.cls.emp_foundations_poetic_rhyme_rdc_994","10.34973/10dy-6705","https://doi.org/10.34973/10dy-6705","emp_foundations_poetic_rhyme","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Blohm, S.N. (Stefan)",NA,3,10447,5368709120,2021-10-08 09:31:57,2022-04-05 14:33:13,NA,NA,NA,0,0,5,4,10244,4,2,2021
"138","Empirical foundations of poetic rhyme",NA,"ru.cls.emp_foundations_poetic_rhyme_dac_776","10.34973/7g7x-np46","https://doi.org/10.34973/7g7x-np46","emp_foundations_poetic_rhyme","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Blohm, S.N. (Stefan)",NA,54542,11328405742,16106127360,2021-10-08 09:30:44,2024-01-23 15:29:22,NA,NA,NA,0,0,27,69601,113133429724,19,226,2021
"139","EEG+ET sentence reading",NA,"ru.cls.eeg_et_sentence_reading_rdc_570","10.34973/pgew-8050","https://doi.org/10.34973/pgew-8050","eeg_et_sentence_reading","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank",NA,10,187884,5368709120,2021-12-03 09:17:26,2022-04-22 14:03:56,NA,NA,NA,0,0,5,19,337543,5,3,2021
"140","EEG+ET sentence reading",NA,"ru.cls.eeg_et_sentence_reading_dac_964","10.34973/9t58-t915","https://doi.org/10.34973/9t58-t915","eeg_et_sentence_reading","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank",NA,22320,17207047687,21474836480,2021-12-03 09:22:06,2022-11-25 15:14:47,NA,NA,NA,0,0,3,32,21435,2,13,2021
"141","Can Discriminative Lexicon Theory account for the family size effect in auditory word recognition?","Words with larger morphological families elicit shorter response times (RTs) in lexical decision experiments (e.g., Bertram, Baayen, & Schreuder, 2000). One possible account for this family size (FS) effect draws on Discriminative Lexicon Theory (Baayen et al., 2011), positing that morphological families strengthen relationships between forms and meanings. While Discriminative Lexicon Theory successfully explains FS effects in reading (Mulder et al., 2014), we will investigate whether it also does in listening. We employed the computational model LDL-AURIS (Shafaei-Bajestan et al., 2023), which is based on Discriminative Lexicon Theory, and show that, while it predicts auditory lexical decision RTs collected in a large-scale Dutch lexical decision experiment (BALDEY; Ernestus & Cutler, 2015), it does only partially explain the variance in the RTs that is explained by FS. This shows that Discriminative Lexicon Theory in its current form cannot fully explain FS effects in listening. We discuss possible reasons for this finding.","ru.cls.discriminative_lexicon_theory_family_size_effect_auditory_word_recognition_dsc_516","10.34973/x6v3-yj45","https://doi.org/10.34973/x6v3-yj45","discriminative_lexicon_theory_family_size_effect_auditory_word_recognition","CLS","Data Sharing Collection",10,"Reviewable External","Radboud University","CC0-1.0",NA,"morphological processing; lexical decision; family size; discriminative lexicon; auditory word recognition",NA,NA,0,NA,NA,NA,NA,"Müller, H.M. (Hanno); Bosch, L.F.M. ten; Ernestus, M.T.C.","Müller, H.M. (Hanno); Heuvel, H. van den (Henk); Ernestus, M.T.C.; Bosch, L.F.M. ten",NA,53,61391900,5368709120,2024-01-29 10:10:43,2024-03-22 09:04:21,NA,NA,NA,0,1,14,51,5740723,9,6,2024
"142","Discourse Particles",NA,"ru.cls.discourse_particles_dsc_893","10.34973/cchg-4x40","https://doi.org/10.34973/cchg-4x40","discourse_particles","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Wets, I.I.; Hoop, H. de (Helen)","Ruiter, M.B.; Vitoria Piai; Hogeweg, L.",1,203,5368709120,2021-09-20 07:47:14,2021-10-08 08:52:26,NA,NA,NA,0,0,17,2,406,12,2,2021
"143","DMC: Morph-acoustic cues in spoken Dutch",NA,"ru.cls.dmc_morph-acoustic_cues_in_spoken_dutch_dac_757","10.34973/f6t0-ac03","https://doi.org/10.34973/f6t0-ac03","dmc_morph-acoustic_cues_in_spoken_dutch","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Zee, T.J. (Tim); Ernestus, M.T.C.; Bosch, L.F.M. ten",NA,38,3160663,5368709120,2022-06-02 07:28:51,2022-09-21 15:50:52,NA,NA,NA,0,0,6,77,3296298,5,27,2022
"144","Discourse Particles",NA,"ru.cls.discourse_particles_dac_456","10.34973/f6z2-vs24","https://doi.org/10.34973/f6z2-vs24","discourse_particles","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Wets, I.I.; Hoop, H. de (Helen)","Ruiter, M.B.; Vitoria Piai; Hogeweg, L.",2,4299,5368709120,2021-09-20 07:43:15,2021-10-11 08:14:12,NA,NA,NA,0,0,6,13,45259,3,11,2021
"145","Discourse Particles",NA,"ru.cls.discourse_particles_rdc_837","10.34973/kaed-9340","https://doi.org/10.34973/kaed-9340","discourse_particles","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Wets, I.I.; Hoop, H. de (Helen)","Ruiter, M.B.; Vitoria Piai; Hogeweg, L.",69,4853683,5368709120,2021-09-20 07:45:14,2022-02-22 10:48:27,NA,NA,NA,0,0,29,1013,48774772,15,16,2021
"146","Do discourse expectations immediately affect pronoun resolution during reading?",NA,"ru.cls.discourse_expectations_rdc_837","10.34973/4s71-7089","https://doi.org/10.34973/4s71-7089","discourse_expectations","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Stefan Frank",NA,1,203,5368709120,2021-10-05 10:33:53,2021-10-08 09:02:16,NA,NA,NA,0,0,5,0,0,4,0,2021
"147","DMC: Morph-acoustic cues in spoken Dutch",NA,"ru.cls.dmc_morph-acoustic_cues_in_spoken_dutch_rdc_134","10.34973/c9b5-aa63","https://doi.org/10.34973/c9b5-aa63","dmc_morph-acoustic_cues_in_spoken_dutch","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Zee, T.J. (Tim); Ernestus, M.T.C.; Bosch, L.F.M. ten",NA,1,203,5368709120,2022-06-02 07:30:07,2022-06-02 07:30:11,NA,NA,NA,0,0,3,0,0,3,0,2022
"148","Dialogical peer-feedback and higher order concerns of a text",NA,"ru.cls.dialogical_peer-feedback_rdc_811","10.34973/ahw9-qq54","https://doi.org/10.34973/ahw9-qq54","dialogical_peer-feedback","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Aben, J.E.J.",NA,1,203,5368709120,2022-09-28 07:07:50,2022-09-28 08:35:20,NA,NA,NA,0,0,6,0,0,4,0,2022
"149","Diplomaten Huygens",NA,"ru.cls.diplomaten_huygens_dac_449","10.34973/9ajv-w478","https://doi.org/10.34973/9ajv-w478","diplomaten_huygens","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk)","Heezemans, R.M.A.P.; Scanlan, A.L.; Cees Heere; Arthur Bruin; Arjan van Hessen",170,8524403014,10737418240,2021-09-21 08:08:44,2022-11-21 12:02:59,NA,NA,NA,0,1,352,3063,279970272518,191,352,2021
"150","Developing valid measurement procedure of pathological speech intelligibility",NA,"ru.cls.developing_valid_measurement_procedure_of_pathological_speech_intelligibility_dsc_997","10.34973/e9zh-n610","https://doi.org/10.34973/e9zh-n610","developing_valid_measurement_procedure_of_pathological_speech_intelligibility","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Xue, W.; Heuvel, H. van den (Henk)","Strik, W.A.J. (Helmer); Cucchiarini, C.",4,1687,5368709120,2022-09-06 12:24:48,2022-09-19 09:47:49,NA,NA,NA,0,0,10,9,131869,7,4,2022
"151","The digitalization of medical consultation and professional practice digitalization of medical consultation",NA,"ru.cls.digitalization_medical_consultation_dac_492","10.34973/1wfm-y595","https://doi.org/10.34973/1wfm-y595","digitalization_medical_consultation","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Spooren, W.P.M.S.; Dalmaijer, E. (Evi)","Stommel, W.J.P. (Wyke); Pas, B.R.",800,29527859044,42949672960,2021-10-11 07:20:30,2024-03-28 13:27:54,NA,NA,NA,0,0,47,24277,52161569654297,30,141,2021
"152","Developing valid measurement procedure of pathological speech intelligibility",NA,"ru.cls.developing_valid_measurement_procedure_of_pathological_speech_intelligibility_rdc_797","10.34973/11kb-4t32","https://doi.org/10.34973/11kb-4t32","developing_valid_measurement_procedure_of_pathological_speech_intelligibility","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Xue, W.; Heuvel, H. van den (Henk)","Strik, W.A.J. (Helmer); Cucchiarini, C.",2,1093,5368709120,2022-09-06 12:23:53,2022-09-19 09:47:02,NA,NA,NA,0,0,8,0,0,5,0,2022
"153","Dialogical peer-feedback and higher orde concerns of a text",NA,"ru.cls.dialogical_peer-feedback_dac_164","10.34973/th9n-pk04","https://doi.org/10.34973/th9n-pk04","dialogical_peer-feedback","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Aben, J.E.J.",NA,1,203,5368709120,2022-09-28 07:06:39,2022-09-28 07:06:42,NA,NA,NA,0,0,2,0,0,2,0,2022
"154","The digitalization of medical consultation and professional practice digitalization of medical consultation",NA,"ru.cls.digitalization_medical_consultation_rdc_551","10.34973/f2w9-e220","https://doi.org/10.34973/f2w9-e220","digitalization_medical_consultation","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Spooren, W.P.M.S.; Dalmaijer, E. (Evi)","Stommel, W.J.P. (Wyke); Pas, B.R.",1,203,5368709120,2021-10-11 07:21:59,2021-10-14 15:04:27,NA,NA,NA,0,0,18,1,203,10,1,2021
"155","Diplomaten Huygens",NA,"ru.cls.diplomaten_huygens_rdc_945","10.34973/7bcs-jv66","https://doi.org/10.34973/7bcs-jv66","diplomaten_huygens","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk)",NA,1,203,5368709120,2021-09-21 08:09:44,2021-10-08 08:52:25,NA,NA,NA,0,0,5,1,203,3,1,2021
"156","Demo/Koremo corpus for Dutch and Korean emotional speech","This paper presents the Demo / Kemo corpus of Dutch and Korean emotional speech. The corpus has been specifically developed for the purpose of cross-linguistic comparison, and is more balanced than any similar corpus available so far: a) it contains expressions by both Dutch and Korean actors as well as judgments by both Dutch and Korean listeners; b) the same elicitation technique and recording procedure was used for recordings of both languages; c) the same nonsense sentence, which was constructed to be permissible in both languages, was used for recordings of both languages; and d) the emotions present in the corpus are balanced in terms of valence, arousal, and dominance. The corpus contains a comparatively large number of emotions (eight) uttered by a large number of speakers (eight Dutch and eight Korean). The counterbalanced nature of the corpus will enable a stricter investigation of language-specific versus universal aspects of emotional expression than was possible so far. Furthermore, given the carefully controlled phonetic content of the expressions, it allows for analysis of the role of specific phonetic features in emotional expression in Dutch and Korean.","ru.cls.demo_koremo_corpus_dutch_korean_emotional_speech_dsc_899","10.34973/5kg3-9852","https://doi.org/10.34973/5kg3-9852","demo_koremo_corpus_dutch_korean_emotional_speech","CLS","Data Sharing Collection",10,"Reviewable External","Radboud University","CC0-1.0",NA,"Speech; Korean; Emotion; Dutch; Cross-linguistic",NA,NA,0,"URL: https://mirjambroersma.nl/pdfs/Goudbeek_Broersma_2010_Interspeech.pdf; URL: https://mirjambroersma.nl/pdfs/GoudbeekBroersma2010.pdf",NA,NA,NA,"Broersma, M.E.; Goudbeek, M.; Choi, J.; Konopka, A.","Heuvel, H. van den (Henk); Broersma, M.E.",NA,521,34532776,5368709120,2023-06-21 08:40:15,2023-08-03 09:19:33,NA,NA,NA,0,1,52,2148,133701319,26,16,2023
"157","Developing valid measurement procedure of pathological speech intelligibility",NA,"ru.cls.developing_valid_measurement_procedure_of_pathological_speech_intelligibility_dac_365","10.34973/128d-a441","https://doi.org/10.34973/128d-a441","developing_valid_measurement_procedure_of_pathological_speech_intelligibility","CLS","Data Acquisition Collection",10,"Reviewable Internal","Radboud University",NA,"EACH 2019-3197",NA,NA,NA,0,"DOI: 10.21437/Interspeech.2020-2693; DOI: 10.1080/02699206.2021.2009918",NA,NA,NA,NA,"Xue, W.; Heuvel, H. van den (Henk)","Strik, W.A.J. (Helmer); Cucchiarini, C.",515,264605367,5368709120,2022-09-06 12:22:12,2022-09-19 09:46:25,NA,NA,NA,0,0,40,192,33618854,17,3,2022
"158","DCOM-VR",NA,"ru.cls.dcom_vr_rdc_741","10.34973/fm33-gj48","https://doi.org/10.34973/fm33-gj48","dcom_vr","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-03-24 08:23:11,2023-03-24 08:23:21,NA,NA,NA,0,0,0,0,0,0,0,2023
"159","DCOM-VR",NA,"ru.cls.dcom_vr_dac_969","10.34973/asw6-bs87","https://doi.org/10.34973/asw6-bs87","dcom_vr","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-03-24 08:22:14,2023-03-24 08:22:18,NA,NA,NA,0,0,0,0,0,0,0,2023
"160","DART Test Corpus",NA,"ru.cls.dart_test_corpus_rdc_239","10.34973/7hwr-d381","https://doi.org/10.34973/7hwr-d381","dart_test_corpus","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,1,203,5368709120,2023-11-06 09:59:05,2023-11-06 09:59:10,NA,NA,NA,0,0,1,0,0,1,0,2023
"161","DART Test Corpus",NA,"ru.cls.dart_test_corpus_dac_900","10.34973/wskg-jj57","https://doi.org/10.34973/wskg-jj57","dart_test_corpus","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Strik, W.A.J. (Helmer); Heuvel, H. van den (Henk); Harmsen, W.N. (Wieke); Cucchiarini, C.",NA,1,203,5368709120,2023-11-06 09:58:06,2023-11-06 09:58:10,NA,NA,NA,0,0,4,0,0,4,0,2023
"162","DCOM-VR",NA,"ru.cls.dcom_vr_dsc_386","10.34973/gq1p-0538","https://doi.org/10.34973/gq1p-0538","dcom_vr","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.; Heuvel, H. van den (Henk)",NA,3,802,5368709120,2023-03-24 08:24:18,2023-03-24 08:24:26,NA,NA,NA,0,0,0,0,0,0,0,2023
"163","Conceptualizing social media: testing the role of experience",NA,"ru.cls.conceptualizing_social_media_rdc_234","10.34973/2ynj-6d83","https://doi.org/10.34973/2ynj-6d83","conceptualizing_social_media","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,1,203,5368709120,2022-11-28 15:06:19,2022-11-28 15:06:22,NA,NA,NA,0,0,1,0,0,1,0,2022
"164","Commitments: fEMG",NA,"ru.cls.commitments_femg_dac_285","10.34973/z4kd-qa95","https://doi.org/10.34973/z4kd-qa95","commitments_femg","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter); Heuvel, H. van den (Henk)","Yates, H.A.R. (Harriet); Leer, T.J.C. van der (Thomas)",390,22080264978,38654705664,2023-10-27 09:27:06,2024-03-27 09:11:15,NA,NA,NA,0,1,138,137,293043427,51,14,2023
"165","Conceptualizing social media: testing the role of experience",NA,"ru.cls.conceptualizing_social_media_dsc_760","10.34973/chcp-at81","https://doi.org/10.34973/chcp-at81","conceptualizing_social_media","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,3,802,5368709120,2022-11-28 15:07:08,2022-11-28 15:07:12,NA,NA,NA,0,0,1,0,0,1,0,2022
"166","Conceptualizing social media: testing the role of experience",NA,"ru.cls.conceptualizing_social_media_dac_347","10.34973/0f9x-7473","https://doi.org/10.34973/0f9x-7473","conceptualizing_social_media","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Speed, L.J.",NA,1,203,5368709120,2022-11-28 15:05:36,2022-11-28 15:05:39,NA,NA,NA,0,0,1,0,0,1,0,2022
"167","Commitments: fEMG",NA,"ru.cls.commitments_femg_rdc_014","10.34973/hfa6-zp45","https://doi.org/10.34973/hfa6-zp45","commitments_femg","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Swart, P.J.F. de (Peter); Heuvel, H. van den (Henk)","Yates, H.A.R. (Harriet)",1,203,5368709120,2023-10-27 09:28:22,2024-01-16 10:49:39,NA,NA,NA,0,0,9,0,0,4,0,2023
"168","County Corpus",NA,"ru.cls.county_corpus_rdc_553","10.34973/fgct-9f83","https://doi.org/10.34973/fgct-9f83","county_corpus","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Pabst, K. (Katharina); Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-04-14 07:01:19,2023-04-14 07:01:25,NA,NA,NA,0,0,21,0,0,15,0,2023
"169","BLiMP-NL: eye-tracking data",NA,"ru.cls.blimp-nl_eye-tracking_data_rdc_054","10.34973/z3m0-d450","https://doi.org/10.34973/z3m0-d450","blimp-nl_eye-tracking_data","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Suijkerbuijk, M.J.P.F. (Michelle); Heuvel, H. van den (Henk); Stefan Frank","Chirino, D.I.E. (Dalí); Marianne de Heer Kloots",1,203,5368709120,2024-03-08 10:08:25,2024-03-25 10:24:42,NA,NA,NA,0,0,8,0,0,5,0,2024
"170","BLiMP-NL: eye-tracking data",NA,"ru.cls.blimp-nl_eye-tracking_data_dac_459","10.34973/y9t2-fy54","https://doi.org/10.34973/y9t2-fy54","blimp-nl_eye-tracking_data","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Suijkerbuijk, M.J.P.F. (Michelle); Heuvel, H. van den (Henk); Stefan Frank","Chirino, D.I.E. (Dalí); Marianne de Heer Kloots",1,203,5368709120,2024-03-08 10:07:06,2024-03-25 10:25:24,NA,NA,NA,0,0,7,1,203,3,1,2024
"171","BLiMP-NL: The Benchmark of Linguistic Minimal Pairs for Dutch",NA,"ru.cls.blimp-nl_rdc_569","10.34973/s0ba-6x14","https://doi.org/10.34973/s0ba-6x14","blimp-nl","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Suijkerbuijk, M.J.P.F. (Michelle); Heuvel, H. van den (Henk); Stefan Frank",NA,1,203,5368709120,2023-12-20 09:32:47,2023-12-20 09:32:48,NA,NA,NA,0,0,1,0,0,1,0,2023
"172","CCS Vroegtijdige signalering",NA,"ru.cls.ccs_vroegtijdige_signalering_rdc_808","10.34973/3sdn-by88","https://doi.org/10.34973/3sdn-by88","ccs_vroegtijdige_signalering","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-01-09 14:59:57,2023-01-09 15:00:05,NA,NA,NA,0,0,1,0,0,1,0,2023
"173","CCS Vroegtijdige signalering",NA,"ru.cls.ccs_vroegtijdige_signalering_dac_830","10.34973/n0m0-hx70","https://doi.org/10.34973/n0m0-hx70","ccs_vroegtijdige_signalering","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ruiter, M.B.; Heuvel, H. van den (Henk)",NA,1,203,5368709120,2023-01-09 14:59:05,2023-01-09 14:59:08,NA,NA,NA,0,0,1,0,0,1,0,2023
"174","BLiMP-NL: The Benchmark of Linguistic Minimal Pairs for Dutch",NA,"ru.cls.blimp-nl_dac_158","10.34973/m1b9-vn76","https://doi.org/10.34973/m1b9-vn76","blimp-nl","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Suijkerbuijk, M.J.P.F. (Michelle); Heuvel, H. van den (Henk); Stefan Frank","Marianne de Heer Kloots",1,203,5368709120,2023-12-20 09:31:40,2024-03-25 10:26:11,NA,NA,NA,0,0,3,0,0,3,0,2023
"175","Beeldverhaal",NA,"ru.cls.beeldverhaal_rdc_568","10.34973/f0j4-wn89","https://doi.org/10.34973/f0j4-wn89","beeldverhaal","CLS","Research Documentation Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk)","Tejedor Garcia, C.; Bai, Y.",1,203,5368709120,2021-05-04 10:58:36,2021-10-08 08:54:04,NA,NA,NA,0,0,26,1,203,16,1,2021
"176","Beyond politeness: a corpus study of Spanish por favor","Here we investigate the use of the politeness marker por favor ‘please’ in a corpus of contemporary Spanish dialogues. We argue that por favor (hereinafter, PF) is in fact only occasionally used as an expression of politeness. Apart from these uses, we distinguish between cases where PF functions as a marker of illocutionary force and other discourse functions, that include the expression of impatience, disapproval or an intense desire. While the formulaic use of PF is mainly limited to routine situations in the public sphere, the other functions are typical of private conversations. Our argument is grounded in data taken from film scripts and literary dialogues.","ru.cls.beyond_politeness_dsc_354","10.34973/hge7-gh81","https://doi.org/10.34973/hge7-gh81","beyond_politeness","CLS","Data Sharing Collection",10,"Reviewable Internal","Radboud University","CC0-1.0",NA,"por favor; politeness; please",NA,NA,0,NA,NA,NA,NA,"Mulder, G.J.; Sanchez Carrasco, P. (Patricia)","Sanchez Carrasco, P. (Patricia); Hoop, H. de (Helen); Heuvel, H. van den (Henk)","Mulder, G.J.",7,1306945,5368709120,2023-06-02 09:47:04,2023-06-06 15:40:46,NA,NA,NA,0,0,15,14,1410362,9,5,2023
"177","Asymmetric memory for birth language perception versus production in young international adoptees",NA,"ru.cls.asymmetric_memory_dsc_706","10.34973/rnjc-j559","https://doi.org/10.34973/rnjc-j559","asymmetric_memory","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Broersma, M.E.",NA,3,798,5368709120,2021-05-26 10:33:50,2021-09-06 13:40:23,NA,NA,NA,0,0,8,0,0,6,0,2021
"178","Asymmetries in West-Germanic vowel systems: evidence from infants, children and adults",NA,"ru.cls.asymmetries_wgermanic_vowel_systems_dsc_894","10.34973/fykw-2a87","https://doi.org/10.34973/fykw-2a87","asymmetries_wgermanic_vowel_systems","CLS","Data Sharing Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Rue, N.P.W.D. de",NA,3,797,5368709120,2022-02-14 10:50:15,2022-02-14 10:50:19,NA,NA,NA,0,0,1,0,0,1,0,2022
"179","Beeldverhaal",NA,"ru.cls.beeldverhaal_dac_587","10.34973/k53w-6604","https://doi.org/10.34973/k53w-6604","beeldverhaal","CLS","Data Acquisition Collection",10,"Editable","Radboud University",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Heuvel, H. van den (Henk)","Tejedor Garcia, C.; Cucchiarini, C.; Bai, Y.; Ying, J.",701,101309689,5368709120,2021-05-04 10:57:16,2023-02-13 16:20:57,NA,NA,NA,0,0,63,2854,348280957,31,48,2021
"180","As sound as ultrasound: Similarities and differences between acoustics and articulation of liquids in Volendam",NA,"ru.cls.as_sound_as_ultrasound_dsc_787","10.34973/jbsc-v217","https://doi.org/10.34973/jbsc-v217","as_sound_as_ultrasound","CLS","Data Sharing Collection",10,"Editable","Radboud University","CC0-1.0",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"Ooijevaar, E.S.M.; Heuvel, H. van den (Henk)",NA,3,802,5368709120,2023-04-17 10:25:55,2023-04-17 10:26:00,NA,NA,NA,0,0,1,0,0,1,0,2023
