doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,is_paratext,journal_is_in_doaj,journal_is_oa,journal_issn_l,journal_issns,journal_name,oa_status,published_date,publisher,year,oa_status_d
10.21437/interspeech.2019-3067,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/208191/208191.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2019-3067,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2019,green,2019-09-15,ISCA,2019,diamond
10.21437/interspeech.2019-1399,oa repository (via OAI-PMH title and first author match),repository,NA,https://arxiv.org/pdf/1906.07955,TRUE,submittedVersion,2,https://doi.org/10.21437/interspeech.2019-1399,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2019,green,2019-09-15,ISCA,2019,diamond
10.1017/s1351324919000196,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/FA9DD2C9FFC973AC4B4FC2F520E661B8/S1351324919000196a.pdf/div-class-title-learning-semantic-sentence-representations-from-visually-grounded-language-without-lexical-knowledge-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1351324919000196,journal-article,TRUE,FALSE,FALSE,FALSE,1351-3249,"1351-3249,1469-8110",Natural Language Engineering,hybrid,2019-07-01,Cambridge University Press (CUP),2019,hybrid
10.1111/desc.12783,oa repository (via OAI-PMH title and first author match),repository,NA,https://pure.mpg.de/pubman/item/item_3011477_7/component/file_3069167/Araujo_Fernandes_Huettig_2019_Learning%20to%20read%20facilitates.pdf,TRUE,publishedVersion,2,https://doi.org/10.1111/desc.12783,journal-article,TRUE,FALSE,FALSE,FALSE,1363-755X,"1363-755X,1467-7687",Developmental Science,green,2019-01-18,Wiley,2019,green
10.1126/sciadv.aax0262,oa journal (via doaj),publisher,cc-by-nc,https://www.science.org/doi/pdf/10.1126/sciadv.aax0262?download=true,TRUE,publishedVersion,2,https://doi.org/10.1126/sciadv.aax0262,journal-article,TRUE,FALSE,TRUE,TRUE,2375-2548,2375-2548,Science Advances,gold,2019-09-06,American Association for the Advancement of Science (AAAS),2019,gold
10.1016/j.linged.2018.12.002,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/198587/1/198587.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.linged.2018.12.002,journal-article,TRUE,FALSE,FALSE,FALSE,0898-5898,0898-5898,Linguistics and Education,green,2019-02-01,Elsevier BV,2019,green
10.21437/interspeech.2019-1414,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/208193/208193.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2019-1414,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2019,green,2019-09-15,ISCA,2019,diamond
10.1515/cog-2018-0107,open (via page says license),publisher,cc-by-nc-nd,https://www.degruyter.com/downloadpdf/journals/cogl/30/2/article-p243.pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/cog-2018-0107,journal-article,TRUE,FALSE,FALSE,FALSE,0936-5907,"1613-3641,0936-5907",Cognitive Linguistics,hybrid,2019-05-27,Walter de Gruyter GmbH,2019,hybrid
10.1080/02671522.2018.1493742,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/195354/1/195354.pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/02671522.2018.1493742,journal-article,TRUE,FALSE,FALSE,FALSE,0267-1522,"0267-1522,1470-1146",Research Papers in Education,green,2018-07-12,Informa UK Limited,2018,green
10.3758/s13414-019-01729-0,open (via page says license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13414-019-01729-0.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13414-019-01729-0,journal-article,TRUE,FALSE,FALSE,FALSE,1943-3921,"1943-3921,1943-393X","Attention, Perception, &amp; Psychophysics",hybrid,2019-05-01,Springer Science and Business Media LLC,2019,hybrid
10.21437/interspeech.2019-2741,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/208194/208194.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2019-2741,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2019,green,2019-09-15,ISCA,2019,diamond
10.1016/j.tics.2019.03.008,oa repository (via OAI-PMH title and first author match),repository,other-oa,https://pure.mpg.de/pubman/item/item_3038572_8/component/file_3055786/Heuttig_Pickering_2019_Literacy%20advantages%20beyond%20reading.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.tics.2019.03.008,journal-article,TRUE,FALSE,FALSE,FALSE,1364-6613,1364-6613,Trends in Cognitive Sciences,green,2019-06-01,Elsevier BV,2019,green
10.1016/j.cognition.2019.01.012,oa repository (via OAI-PMH doi match),repository,cc-by-nc-nd,http://uhra.herts.ac.uk/bitstream/2299/22477/1/SMALLE_etal.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.cognition.2019.01.012,journal-article,TRUE,FALSE,FALSE,FALSE,0010-0277,0010-0277,Cognition,green,2019-04-01,Elsevier BV,2019,green
10.1017/cnj.2018.23,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/203742/1/203742.pdf,TRUE,submittedVersion,2,https://doi.org/10.1017/cnj.2018.23,journal-article,TRUE,FALSE,FALSE,FALSE,0008-4131,"0008-4131,1710-1115",Canadian Journal of Linguistics/Revue canadienne de linguistique,green,2018-09-07,Cambridge University Press (CUP),2018,green
10.1017/jlg.2019.2,oa repository (via OAI-PMH doi match),repository,NA,https://lirias.kuleuven.be/bitstream/123456789/633001/2/franco_geeraerts_speelman_vanhout_9999_maps_meanings_loanwords_revised_final_ms.pdf,TRUE,acceptedVersion,2,https://doi.org/10.1017/jlg.2019.2,journal-article,TRUE,FALSE,FALSE,FALSE,2049-7547,2049-7547,Journal of Linguistic Geography,green,2019-04-01,Cambridge University Press (CUP),2019,green
10.1163/22134808-20191340,oa repository (via OAI-PMH doi match),repository,NA,https://eprints.whiterose.ac.uk/143027/1/Croijmans_Speed_Arshamian_Majid_MSR.docx,TRUE,acceptedVersion,2,https://doi.org/10.1163/22134808-20191340,journal-article,TRUE,FALSE,FALSE,FALSE,2213-4794,"2213-4794,2213-4808",Multisensory Research,green,2019-01-01,Brill,2019,green
10.17026/dans-xyq-27cd,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-xyq-27cd,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.3366/cor.2019.0176,oa repository (via OAI-PMH doi match),repository,NA,https://pure.uva.nl/ws/files/42326038/Metaphor_in_communication_accepted_corpora.pdf,TRUE,submittedVersion,2,https://doi.org/10.3366/cor.2019.0176,journal-article,TRUE,FALSE,FALSE,FALSE,1749-5032,"1749-5032,1755-1676",Corpora,green,2019-11-01,Edinburgh University Press,2019,green
10.1017/s1366728918000986,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1017/s1366728918000986,journal-article,FALSE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,closed,2018-09-17,Cambridge University Press (CUP),2018,closed
10.1016/j.socscimed.2019.112589,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/212263/1/212263.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.socscimed.2019.112589,journal-article,TRUE,FALSE,FALSE,FALSE,0277-9536,0277-9536,Social Science &amp; Medicine,green,2019-12-01,Elsevier BV,2019,green
10.1017/s1366728918000287,open (via free pdf),publisher,NA,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/254AB9D768A4E499CB55D590BAA8E93D/S1366728918000287a.pdf/div-class-title-multilink-a-computational-model-for-bilingual-word-recognition-and-word-translation-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1366728918000287,journal-article,TRUE,FALSE,FALSE,FALSE,1366-7289,"1366-7289,1469-1841",Bilingualism: Language and Cognition,bronze,2018-07-06,Cambridge University Press (CUP),2018,bronze
10.1016/j.tics.2019.05.006,open (via free pdf),publisher,NA,http://www.cell.com/article/S1364661319301299/pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.tics.2019.05.006,journal-article,TRUE,FALSE,FALSE,FALSE,1364-6613,1364-6613,Trends in Cognitive Sciences,bronze,2019-08-01,Elsevier BV,2019,bronze
10.17026/dans-xdy-eny6,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-xdy-eny6,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1016/j.neuroimage.2019.03.032,open (via crossref license),publisher,cc-by,https://doi.org/10.1016/j.neuroimage.2019.03.032,TRUE,publishedVersion,2,https://doi.org/10.1016/j.neuroimage.2019.03.032,journal-article,TRUE,FALSE,FALSE,FALSE,1053-8119,1053-8119,NeuroImage,hybrid,2019-07-01,Elsevier BV,2019,hybrid
10.3389/fpsyg.2019.01075,oa journal (via doaj),publisher,cc-by,https://www.frontiersin.org/articles/10.3389/fpsyg.2019.01075/pdf,TRUE,publishedVersion,2,https://doi.org/10.3389/fpsyg.2019.01075,journal-article,TRUE,FALSE,TRUE,TRUE,1664-1078,1664-1078,Frontiers in Psychology,gold,2019-05-14,Frontiers Media SA,2019,gold
10.1017/s0266078419000142,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/0057DB6B7B1FAABBE3112342FE14E27D/S0266078419000142a.pdf/div-class-title-obama-scuba-or-gift-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0266078419000142,journal-article,TRUE,FALSE,FALSE,FALSE,0266-0784,"0266-0784,1474-0567",English Today,hybrid,2019-05-22,Cambridge University Press (CUP),2019,hybrid
10.1017/s1360674318000187,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/51DE864061F7DDBB79BEBD6E88EFE37E/S1360674318000187a.pdf/div-class-title-on-the-givenness-of-ov-word-order-a-re-examination-of-ov-vo-variation-in-old-english-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s1360674318000187,journal-article,TRUE,FALSE,FALSE,FALSE,1360-6743,"1360-6743,1469-4379",English Language and Linguistics,hybrid,2018-08-30,Cambridge University Press (CUP),2018,hybrid
10.1093/jcmc/zmz015,open (via free article),publisher,NA,https://academic.oup.com/jcmc/article-pdf/24/6/275/31906288/zmz015.pdf,TRUE,publishedVersion,2,https://doi.org/10.1093/jcmc/zmz015,journal-article,TRUE,FALSE,FALSE,FALSE,1083-6101,1083-6101,Journal of Computer-Mediated Communication,bronze,2019-11-20,Oxford University Press (OUP),2019,bronze
10.5117/tvt2019.3.004.sand,open (via page says license),publisher,cc-by-nc-nd,https://doi.org/10.5117/tvt2019.3.004.sand,TRUE,publishedVersion,2,https://doi.org/10.5117/tvt2019.3.004.sand,journal-article,TRUE,FALSE,FALSE,TRUE,1573-9775,"1573-9775,2352-1236",Tijdschrift voor Taalbeheersing,gold,2019-11-01,Amsterdam University Press,2019,diamond
10.1097/aud.0000000000000591,open (via page says license),publisher,cc-by-nc-nd,https://journals.lww.com/ear-hearing/Fulltext/2019/01000/Perceptual_Discrimination_of_Speaking_Style_Under.8.aspx,TRUE,publishedVersion,2,https://doi.org/10.1097/aud.0000000000000591,journal-article,TRUE,FALSE,FALSE,FALSE,0196-0202,0196-0202,Ear &amp; Hearing,hybrid,2019-01-01,Ovid Technologies (Wolters Kluwer Health),2019,hybrid
10.17026/dans-zzn-5tu9,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zzn-5tu9,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1017/s0022226718000336,open (via free pdf),publisher,NA,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7275CC44717121A045B5018977C9C4B1/S0022226718000336a.pdf/div-class-title-polar-answers-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0022226718000336,journal-article,TRUE,FALSE,FALSE,FALSE,0022-2267,"0022-2267,1469-7742",Journal of Linguistics,bronze,2018-09-20,Cambridge University Press (CUP),2018,bronze
10.1017/s0142716419000225,open (via page says license),publisher,cc-by,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/499210BCDB47DA32E152AA4923998125/S0142716419000225a.pdf/div-class-title-predicting-bilingual-preschoolers-patterns-of-language-development-degree-of-non-native-input-matters-div.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0142716419000225,journal-article,TRUE,FALSE,FALSE,FALSE,0142-7164,"0142-7164,1469-1817",Applied Psycholinguistics,hybrid,2019-07-25,Cambridge University Press (CUP),2019,hybrid
10.1186/s12911-019-0775-2,oa journal (via doaj),publisher,cc-by,https://bmcmedinformdecismak.biomedcentral.com/track/pdf/10.1186/s12911-019-0775-2,TRUE,publishedVersion,2,https://doi.org/10.1186/s12911-019-0775-2,journal-article,TRUE,FALSE,TRUE,TRUE,1472-6947,1472-6947,BMC Medical Informatics and Decision Making,gold,2019-02-28,Springer Science and Business Media LLC,2019,gold
10.1016/j.socscimed.2019.02.013,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/204320/1/204320.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.socscimed.2019.02.013,journal-article,TRUE,FALSE,FALSE,FALSE,0277-9536,0277-9536,Social Science &amp; Medicine,green,2019-04-01,Elsevier BV,2019,green
10.3390/languages4030065,oa journal (via doaj),publisher,cc-by,https://www.mdpi.com/2226-471X/4/3/65/pdf?version=1566560170,TRUE,publishedVersion,2,https://doi.org/10.3390/languages4030065,journal-article,TRUE,FALSE,TRUE,TRUE,2226-471X,2226-471X,Languages,gold,2019-08-23,MDPI AG,2019,gold
10.3201/eid2504.171408,oa journal (via doaj),publisher,cc-by,https://wwwnc.cdc.gov/eid/article/25/4/pdfs/17-1408.pdf,TRUE,publishedVersion,2,https://doi.org/10.3201/eid2504.171408,journal-article,TRUE,FALSE,TRUE,TRUE,1080-6040,"1080-6040,1080-6059",Emerging Infectious Diseases,gold,2019-04-01,Centers for Disease Control and Prevention (CDC),2019,gold
10.1007/s41809-019-00029-1,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007/s41809-019-00029-1.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s41809-019-00029-1,journal-article,TRUE,FALSE,FALSE,FALSE,2520-100X,"2520-100X,2520-1018",Journal of Cultural Cognitive Science,hybrid,2019-08-05,Springer Science and Business Media LLC,2019,hybrid
10.21437/interspeech.2019-2685,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/208406/208406.pdf,TRUE,publishedVersion,2,https://doi.org/10.21437/interspeech.2019-2685,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,Interspeech 2019,green,2019-09-15,ISCA,2019,diamond
10.1016/j.pec.2019.07.005,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/209109/1/213509.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.pec.2019.07.005,journal-article,TRUE,FALSE,FALSE,FALSE,0738-3991,0738-3991,Patient Education and Counseling,green,2019-12-01,Elsevier BV,2019,green
10.1016/j.pragma.2019.03.008,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1016/j.pragma.2019.03.008,journal-article,FALSE,FALSE,FALSE,FALSE,0378-2166,0378-2166,Journal of Pragmatics,closed,2019-05-01,Elsevier BV,2019,closed
10.1080/02687038.2019.1643003,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.1080/02687038.2019.1643003,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1177/0261927x18810730,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/0261927X18810730,TRUE,publishedVersion,2,https://doi.org/10.1177/0261927x18810730,journal-article,TRUE,FALSE,FALSE,FALSE,0261-927X,"0261-927X,1552-6526",Journal of Language and Social Psychology,hybrid,2018-11-30,SAGE Publications,2018,hybrid
10.1016/j.lingua.2018.12.001,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/201459/1/201459.pdf,TRUE,publishedVersion,2,https://doi.org/10.1016/j.lingua.2018.12.001,journal-article,TRUE,FALSE,FALSE,FALSE,0024-3841,0024-3841,Lingua,green,2019-02-01,Elsevier BV,2019,green
10.1007/s11042-019-07969-4,oa repository (via OAI-PMH doi match),repository,cc-by,https://repository.ubn.ru.nl//bitstream/handle/2066/214265/214265.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s11042-019-07969-4,journal-article,TRUE,FALSE,FALSE,FALSE,1380-7501,"1380-7501,1573-7721",Multimedia Tools and Applications,green,2019-09-03,Springer Science and Business Media LLC,2019,green
10.17026/dans-x29-5dvs,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-x29-5dvs,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.17026/dans-zmw-s88m,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zmw-s88m,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.31234/osf.io/2uxej,oa repository (via OAI-PMH doi match),repository,NA,https://psyarxiv.com/2uxej/download,TRUE,submittedVersion,2,https://doi.org/10.31234/osf.io/2uxej,posted-content,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,green,2019-02-13,Center for Open Science,2019,green
10.1016/j.wombi.2018.12.009,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1016/j.wombi.2018.12.009,journal-article,FALSE,FALSE,FALSE,FALSE,1871-5192,1871-5192,Women and Birth,closed,2019-12-01,Elsevier BV,2019,closed
10.1017/s0025100318000415,oa repository (via OAI-PMH doi match),repository,NA,https://pure.mpg.de/pubman/item/item_3031980_3/component/file_3275737/RojasBerscia_etal_2020_Shawi.pdf,TRUE,publishedVersion,2,https://doi.org/10.1017/s0025100318000415,journal-article,TRUE,FALSE,FALSE,FALSE,0025-1003,"0025-1003,1475-3502",Journal of the International Phonetic Association,green,2019-03-08,Cambridge University Press (CUP),2019,green
10.1177/0963721419866441,NA,NA,NA,NA,FALSE,NA,2,https://doi.org/10.1177/0963721419866441,journal-article,FALSE,FALSE,FALSE,FALSE,0963-7214,"0963-7214,1467-8721",Current Directions in Psychological Science,closed,2019-09-13,SAGE Publications,2019,closed
10.1515/cog-2018-0063,open (via free pdf),publisher,NA,https://www.degruyter.com/downloadpdf/journals/cogl/30/3/article-p499.pdf,TRUE,publishedVersion,2,https://doi.org/10.1515/cog-2018-0063,journal-article,TRUE,FALSE,FALSE,FALSE,0936-5907,"0936-5907,1613-3641",Cognitive Linguistics,bronze,2019-08-27,Walter de Gruyter GmbH,2019,bronze
10.1177/1362168818819027,open (via free pdf),publisher,NA,https://journals.sagepub.com/doi/pdf/10.1177/1362168818819027,TRUE,publishedVersion,2,https://doi.org/10.1177/1362168818819027,journal-article,TRUE,FALSE,FALSE,FALSE,1362-1688,"1362-1688,1477-0954",Language Teaching Research,bronze,2019-01-13,SAGE Publications,2019,bronze
10.5117/tvt2019.3.001.sand,open (via page says license),publisher,cc-by-nc-nd,https://doi.org/10.5117/tvt2019.3.001.sand,TRUE,publishedVersion,2,https://doi.org/10.5117/tvt2019.3.001.sand,journal-article,TRUE,FALSE,FALSE,TRUE,1573-9775,"1573-9775,2352-1236",Tijdschrift voor Taalbeheersing,gold,2019-11-01,Amsterdam University Press,2019,diamond
10.21437/slate.2019-22,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/214041/214041.pdf,TRUE,submittedVersion,2,https://doi.org/10.21437/slate.2019-22,proceedings-article,TRUE,FALSE,FALSE,FALSE,NA,NA,SLaTE 2019: 8th ISCA Workshop on Speech and Language Technology in Education,green,2019-09-20,ISCA,2019,diamond
10.1093/jos/ffz012,open (via crossref license),publisher,cc-by-nc,https://academic.oup.com/jos/article-pdf/36/4/721/32990798/ffz012.pdf,TRUE,publishedVersion,2,https://doi.org/10.1093/jos/ffz012,journal-article,TRUE,FALSE,FALSE,FALSE,0167-5133,"0167-5133,1477-4593",Journal of Semantics,hybrid,2019-10-24,Oxford University Press (OUP),2019,hybrid
10.3758/s13414-018-01657-5,open (via free pdf),publisher,NA,https://link.springer.com/content/pdf/10.3758/s13414-018-01657-5.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13414-018-01657-5,journal-article,TRUE,FALSE,FALSE,FALSE,1943-3921,"1943-3921,1943-393X","Attention, Perception, &amp; Psychophysics",bronze,2019-03-04,Springer Science and Business Media LLC,2019,bronze
10.1080/17549507.2019.1669711,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/17549507.2019.1669711?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/17549507.2019.1669711,journal-article,TRUE,FALSE,FALSE,FALSE,1754-9507,"1754-9507,1754-9515",International Journal of Speech-Language Pathology,hybrid,2019-10-20,Informa UK Limited,2019,hybrid
10.22148/16.046,oa journal (via doaj),publisher,cc-by,https://culturalanalytics.org/article/11046.pdf,TRUE,publishedVersion,2,https://doi.org/10.22148/16.046,journal-article,TRUE,FALSE,TRUE,TRUE,NA,NA,Journal of Cultural Analytics,gold,2019-01-01,CA: Journal of Cultural Analytics,2019,gold
10.1177/0261927x18808562,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/0261927X18808562,TRUE,publishedVersion,2,https://doi.org/10.1177/0261927x18808562,journal-article,TRUE,FALSE,FALSE,FALSE,0261-927X,"0261-927X,1552-6526",Journal of Language and Social Psychology,hybrid,2019-01-10,SAGE Publications,2019,hybrid
10.1007/978-3-030-05716-9_16,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/201667/201667.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/978-3-030-05716-9_16,book-chapter,TRUE,FALSE,FALSE,FALSE,0302-9743,"0302-9743,1611-3349",Lecture Notes in Computer Science,green,2018-12-11,Springer International Publishing,2018,green
10.1523/jneurosci.1180-19.2019,open (via crossref license),publisher,cc-by-nc-sa,https://www.jneurosci.org/content/jneuro/39/42/8285.full.pdf,TRUE,publishedVersion,2,https://doi.org/10.1523/jneurosci.1180-19.2019,journal-article,TRUE,FALSE,FALSE,FALSE,0270-6474,"0270-6474,1529-2401",The Journal of Neuroscience,hybrid,2019-10-16,Society for Neuroscience,2019,hybrid
10.1080/01434632.2019.1585863,open (via crossref license),publisher,cc-by-nc-nd,https://www.tandfonline.com/doi/pdf/10.1080/01434632.2019.1585863?needAccess=true,TRUE,publishedVersion,2,https://doi.org/10.1080/01434632.2019.1585863,journal-article,TRUE,FALSE,FALSE,FALSE,0143-4632,"0143-4632,1747-7557",Journal of Multilingual and Multicultural Development,hybrid,2019-03-01,Informa UK Limited,2019,hybrid
10.1080/08961530.2018.1544530,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl/bitstream/handle/2066/206126/1/206126.pdf,TRUE,publishedVersion,2,https://doi.org/10.1080/08961530.2018.1544530,journal-article,TRUE,FALSE,FALSE,FALSE,0896-1530,"0896-1530,1528-7068",Journal of International Consumer Marketing,green,2019-01-15,Informa UK Limited,2019,green
10.1371/journal.pone.0217363,oa journal (via doaj),publisher,cc-by,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0217363&type=printable,TRUE,publishedVersion,2,https://doi.org/10.1371/journal.pone.0217363,journal-article,TRUE,FALSE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,gold,2019-06-12,Public Library of Science (PLoS),2019,gold
10.17605/osf.io/8cxry,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17605/osf.io/8cxry,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.1515/cllt-2016-0056,oa repository (via OAI-PMH doi match),repository,NA,https://repository.ubn.ru.nl//bitstream/handle/2066/244341/244341.pdf,TRUE,submittedVersion,2,https://doi.org/10.1515/cllt-2016-0056,journal-article,TRUE,FALSE,FALSE,FALSE,1613-7027,"1613-7027,1613-7035",Corpus Linguistics and Linguistic Theory,green,2019-05-27,Walter de Gruyter GmbH,2019,green
10.1007/s10763-018-9905-z,open (via page says license),publisher,cc-by,https://link.springer.com/content/pdf/10.1007%2Fs10763-018-9905-z.pdf,TRUE,publishedVersion,2,https://doi.org/10.1007/s10763-018-9905-z,journal-article,TRUE,FALSE,FALSE,FALSE,1571-0068,"1571-0068,1573-1774",International Journal of Science and Mathematics Education,hybrid,2018-06-18,Springer Science and Business Media LLC,2018,hybrid
10.3758/s13414-019-01767-8,open (via crossref license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13414-019-01767-8.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13414-019-01767-8,journal-article,TRUE,FALSE,FALSE,FALSE,1943-3921,"1943-3921,1943-393X","Attention, Perception, &amp; Psychophysics",hybrid,2019-05-22,Springer Science and Business Media LLC,2019,hybrid
10.1177/0267658317691322,open (via page says license),publisher,cc-by-nc,https://journals.sagepub.com/doi/pdf/10.1177/0267658317691322,TRUE,publishedVersion,2,https://doi.org/10.1177/0267658317691322,journal-article,TRUE,FALSE,FALSE,FALSE,0267-6583,"0267-6583,1477-0326",Second Language Research,hybrid,2017-04-11,SAGE Publications,2017,hybrid
10.17026/dans-zk7-tfj8,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-zk7-tfj8,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.5117/tvgesch2019.1.007.boek,open (via page says license),publisher,cc-by-nc-nd,https://doi.org/10.5117/tvgesch2019.1.007.boek,TRUE,publishedVersion,2,https://doi.org/10.5117/tvgesch2019.1.007.boek,journal-article,TRUE,FALSE,FALSE,FALSE,0040-7518,"0040-7518,2352-1163",Tijdschrift voor Geschiedenis,hybrid,2019-05-01,Amsterdam University Press,2019,hybrid
10.17026/dans-z6p-nf4x,NA,NA,NA,NA,FALSE,NA,1,https://doi.org/10.17026/dans-z6p-nf4x,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
10.3758/s13428-018-1086-8,open (via page says license),publisher,cc-by,https://link.springer.com/content/pdf/10.3758/s13428-018-1086-8.pdf,TRUE,publishedVersion,2,https://doi.org/10.3758/s13428-018-1086-8,journal-article,TRUE,FALSE,FALSE,FALSE,1554-351X,1554-3528,Behavior Research Methods,hybrid,2018-08-24,Springer Science and Business Media LLC,2018,hybrid
10.4000/traduire.1812,open (via free pdf),publisher,NA,https://journals.openedition.org/traduire/pdf/1812,TRUE,publishedVersion,2,https://doi.org/10.4000/traduire.1812,journal-article,TRUE,FALSE,FALSE,FALSE,0395-773X,"0395-773X,2272-9992",Traduire,bronze,2019-12-16,OpenEdition,2019,bronze
